1.23915737,0.0225157784,0.0227064421,-0.00348181328,-0.0046913611
1.40057686,0.0224931258,0.0224798826,-0.00398927081,-0.00508181969
1.58302373,0.0224143648,0.022307095,-0.00460491951,-0.00556995388
1.78923715,0.0222476721,0.0221115229,-0.00531824028,-0.00626580508
2.02231306,0.0219773773,0.0216896332,-0.00611689174,-0.00719282496
2.28575073,0.0215836133,0.0208367112,-0.007013923,-0.00813417417
2.58350525,0.0209808223,0.019666663,-0.00802156087,-0.0086968251
2.92004691,0.0200361857,0.0187016999,-0.00901906816,-0.00882427005
3.30042835,0.0188192218,0.0181402746,-0.00973053984,-0.00911341537
3.73036037,0.0176973062,0.0173152144,-0.01014526,-0.00979169181
4.21629772,0.0166859423,0.0161401151,-0.0106687339,-0.0101284427
4.76553594,0.0153752251,0.0152687035,-0.0112225457,-0.0103308867
5.38632098,0.0139147717,0.0143210089,-0.011466455,-0.0106808649
6.0879729,0.012526444,0.0133989873,-0.0114393753,-0.0111917325
6.88102587,0.0113280819,0.0119158525,-0.0113719306,-0.0117538856
7.77738631,0.0101012472,0.0100608222,-0.0113038484,-0.0118997143
8.7905116,0.00879600643,0.00838174832,-0.0111824147,-0.0112743257
9.9356122,0.00741943867,0.0073398283,-0.0108647588,-0.0104890396
11.2298799,0.00615409806,0.00649021857,-0.0102661795,-0.0100773717
12.6927461,0.00515199597,0.0054195958,-0.00955931118,-0.00968004595
14.3461733,0.00430284303,0.00443345302,-0.00889454587,-0.00903848786
16.2149851,0.00353132406,0.00362969349,-0.00821009822,-0.0084057479
18.3272386,0.00289156372,0.00285886774,-0.00751827899,-0.00772692542
20.7146459,0.00235599056,0.00223168273,-0.00685763247,-0.00697312362
23.4130501,0.00190476157,0.00178364282,-0.00622584766,-0.006250873
26.4629633,0.00152538903,0.00144815493,-0.00563738445,-0.00560663694
29.9101751,0.00119138717,0.00117296305,-0.00507967556,-0.00504112726
33.8064397,0.000925022914,0.000927089744,-0.00453592391,-0.00451932131
38.2102533,0.000731547791,0.000732371845,-0.00403803144,-0.00403904082
43.1877319,0.000581237195,0.000571889001,-0.00359969103,-0.00360231526
48.8136044,0.000451797902,0.00044408252,-0.0032064915,-0.00320070763
55.1723341,0.00035074778,0.000349926866,-0.0028439119,-0.00283995165
62.3593871,0.000275943468,0.000275646814,-0.00252076541,-0.0025196795
70.4826652,0.000218321074,0.000219231254,-0.00223488754,-0.00223451287
79.6641265,0.000173126842,0.00017198616,-0.00198173113,-0.00198303826
90.0416156,0.000136047899,0.000135234681,-0.00175842184,-0.00175761903
101.770934,0.000105102279,0.000105976097,-0.00155756237,-0.00155786134
115.028178,8.26867187e-05,8.22258041e-05,-0.00137839924,-0.00137968236
130.012383,6.54679852e-05,6.4202058e-05,-0.00122091612,-0.00122109561
146.948515,5.06595494e-05,5.03757522e-05,-0.00108168236,-0.00108076366
166.09084,3.89293574e-05,3.97275651e-05,-0.000956793206,-0.000956748651
187.72675,3.07763922e-05,3.09804864e-05,-0.000846267357,-0.000847023244
212.181073,2.44075176e-05,2.41187283e-05,-0.000748934604,-0.000749514204
239.820952,1.92504961e-05,1.89371906e-05,-0.000662931738,-0.000663126847
271.061353,1.51274595e-05,1.49404905e-05,-0.000586684726,-0.000586852113
306.371302,1.19195813e-05,1.16948426e-05,-0.000519230652,-0.000519382129
346.28092,9.30344393e-06,9.12761232e-06,-0.000459533588,-0.000459601963
391.389386,7.22896784e-06,7.10866153e-06,-0.000406622262,-0.000406686969
442.373929,5.63522617e-06,5.50776928e-06,-0.000359779569,-0.000359814036
500,4.40471151e-06,4.27860583e-06,-0.000318309886,-0.000318309886
