0.001,0.0150645432,1.8129366e-05,0
0.001,0.0150645432,1.8129366e-05,0.00031572847
0.001,0.0150645432,1.8129366e-05,0.000731141406
0.002,0.0208134741,2.50479127e-05,0.000277712033
0.002,0.0208134741,2.50479127e-05,0.000996850567
0.003,0.0251817783,3.03049572e-05,0.000943041611
0.005,0.0317506368,3.82102912e-05,0.000187972104
0.006,0.0343775701,4.13717031e-05,0.000825962597
0.008,0.0388561646,4.67615374e-05,0.000981113322
0.011,0.0442364452,5.32365637e-05,0.000816706487
0.015,0.0497267611,5.98440842e-05,0.000547577143
0.02,0.0548073427,6.59585912e-05,0.000456389882
0.026,0.0592333179,7.12853969e-05,0.000915054554
0.035,0.0637348681,7.6703368e-05,0.00041290354
0.046,0.0671049978,8.07598806e-05,0.000593765381
0.061,0.069416502,8.35426496e-05,0.000304743621
0.08,0.0701366424,8.44104989e-05,0.000660396508
0.106,0.0691523758,8.32274865e-05,0.00012718006
0.139,0.0666138794,8.01742268e-05,0.000634552211
0.183,0.0625868921,7.53298809e-05,0.000721155694
0.241,0.0576242341,6.9359716e-05,0.000727155027
0.318,0.0523242106,6.29838278e-05,4.72997611e-05
0.418,0.0471581762,5.67694691e-05,0.000463886998
0.55,0.0422542077,5.087089e-05,0.000584849652
0.724,0.0374284668,4.5066744e-05,0.000420161656
0.953,0.032813576,3.9516622e-05,0.000140230694
1.254,0.0287469521,3.46268408e-05,7.37371122e-05
1.65,0.0247647769,2.98387266e-05,2.05189846e-05
2.17,0.0212205756,2.55780254e-05,0.000978972368
2.856,0.0187673965,2.26323896e-05,0.000418841001
3.758,0.0168344293,2.03146721e-05,0.000271590408
4.944,0.0148960275,1.799108e-05,0.000864928254
6.506,0.0128347153,1.55191649e-05,9.95647781e-05
8.56,0.0108629582,1.31547713e-05,0.000260423889
11.262,0.00899077302,1.09092365e-05,0.000978347504
14.819,0.00778653104,9.47286878e-06,2.1265093e-05
19.497,0.00725034243,8.85125193e-06,0.000808171135
25.653,0.00684601929,8.39625759e-06,0.000821306935
33.753,0.00659757273,8.14129955e-06,0.000463049372
44.41,0.0062246928,7.74426405e-06,0.000392284029
58.432,0.00599888208,7.54566214e-06,1.74773296e-05
76.88,0.00630214316,8.04540132e-06,0.000668935204
101.154,0.00744606791,9.6995459e-06,8.4885356e-05
133.091,0.00906407553,1.21407819e-05,0.000309307124
175.112,0.00998494729,1.39087974e-05,2.47210986e-05
230.399,0.00822106075,1.21203048e-05,0.000876307185
303.143,0.00268666327,4.3169012e-06,0.000676665913
398.854,0,0,0.000765789914
524.784,0,0,0.000570613527
690.474,0,NaN,2.27373675e-13
