628318.5307,0.05285395921+0.1585533211i
669024.7611,0.06560685821+0.175622869i
712368.1845,0.07966428198+0.192695043i
758519.6539,0.09437017542+0.2095663259i
807661.0913,0.1088188531+0.2263022081i
859986.2049,0.1219478321+0.2433414712i
915701.2521,0.1326509349+0.2615370437i
975025.8531,0.1398629162+0.2821410268i
1038193.856,0.1425755731+0.3067788131i
1105454.261,0.1397772186+0.3374838725i
1177072.196,0.1303539612+0.3768850285i
1253329.969,0.1130566972+0.4286730775i
1334528.176,0.08682905795+0.4985483431i
1420986.889,0.05245578578+0.5958298752i
1513046.914,0.01834318253+0.734480774i
1611071.138,0.01358583817+0.9232364916i
1715445.957,0.07836329028+1.121119379i
1826582.801,0.158187007+1.247457639i
1944919.754,0.1337077846+1.358529195i
2070923.282,0.01020287858+1.607167087i
2205090.072,0.01312163491+2.151407282i
2347948.988,0.5533642039+2.343870023i
2500063.159,0.2400050402+2.127934409i
2662032.196,-0.586434632+2.886627582i
2834494.555,0.1389718936+4.865444379i
3018130.056,1.740603698+4.69335796i
3213662.563,1.032020974+3.945281773i
3421862.834,1.506679067+3.872733145i
3643551.564,-0.5426073507+5.406014282i
3879602.615,0.23845018+6.344099958i
4130946.464,1.883434004+9.173802311i
4398573.87,1.019212033+9.024438208i
4683539.779,1.218663308+9.932455343i
4986967.483,0.4264403565+12.66119668i
5310053.048,0.2086756321+13.58614935i
5654070.027,0.6970137461+15.17503392i
6020374.482,-0.2558874413+16.73363695i
6410410.33,-2.408074091+22.26632208i
6825715.031,-4.108982267+27.99476445i
7267925.654,-1.91591387+30.98067201i
7738785.324,1.885327777+37.16275519i
8240150.099,-2.160575296+44.3588167i
8773996.28,3.942484046+51.01188855i
9342428.209,-5.591578982+59.05118813i
9947686.556,-4.661614616+72.44165742i
10592157.16,-7.54907946+87.83185887i
11278380.41,13.12037403+96.27985648i
12009061.32,2.727437064+104.8818021i
12787080.1,-4.249699712+128.1079504i
13615503.59,-0.8595280475+145.2976443i
14497597.3,-0.1322447555+174.3956711i
15436838.32,-4.738707852+197.474386i
16436928.98,0.0557814737+226.9482553i
17501811.5,-10.43823234+260.5072317i
18635683.47,-7.783974409+316.5424503i
19843014.45,-29.5082385+361.2902582i
21128563.54,-23.47901972+430.3318917i
22497398.19,-31.83400655+493.8889305i
23954914.13,-47.16116404+585.758797i
25506856.66,-73.92227446+674.323668i
27159343.31,-77.19891382+792.7878864i
28918887.93,-112.433076+920.2888654i
30792426.36,-170.8277366+1072.337629i
32787343.81,-219.4503912+1243.186228i
34911503.94,-343.5981212+1450.555906i
37173279.86,-441.2551252+1717.419461i
39581587.14,-576.6778034+2004.572265i
42145918.97,-792.9427079+2325.816242i
44876383.54,-1041.102768+2739.002704i
47783743.93,-1434.906068+3148.068231i
50879460.51,-1934.918952+3652.043978i
54175736.11,-2653.782011+4254.549096i
57685564.15,-3623.495927+4988.768125i
61422779.82,-4915.935321+5842.353755i
65402114.68,-6634.208165+6844.863534i
69639254.63,-9066.590614+7966.997552i
74150901.83,-12187.82368+9250.559607i
78954840.51,-16604.53469+10798.08737i
84070007.06,-22574.12017+12617.91706i
89516564.67,-30634.30777+14729.03423i
95315982.85,-41537.45631+16922.11003i
101491122,-56556.31441+19690.25764i
108066323.6,-76926.10438+22819.88731i
115067506,-104643.4892+26471.99116i
122522266.9,-142292.2483+30631.8214i
130459991.8,-192924.8826+35353.63786i
138911969.9,-262693.6191+39752.04772i
147911517.7,-357901.272+45268.92028i
157494110,-486369.2965+51576.5974i
167697519.9,-663323.6104+57509.77543i
178561967.8,-902075.2849+62164.55995i
190130279.4,-1232855.083+68027.585i
202448055.5,-1683856.589+71938.44218i
215563850.7,-2297769.8+69717.24882i
229529365.6,-3151637.548+78067.56825i
244399650,-4295244.363+69783.76623i
260233320.3,-5891454.083+94979.71048i
277092790.4,-8081582.386+135619.7388i
295044517.8,-11077108.02+233201.1015i
314159265.4,-15207909.94+315765.1483i
