628318.5307,0.1835810369+0.1894937787i
669024.7611,0.2002187195+0.1916596659i
712368.1845,0.2142017901+0.1939970274i
758519.6539,0.2253155309+0.1975453192i
807661.0913,0.2335310298+0.2033127211i
859986.2049,0.2389131011+0.2122503812i
915701.2521,0.2415257054+0.225282187i
975025.8531,0.2413626179+0.2433788361i
1038193.856,0.2382984173+0.2676755289i
1105454.261,0.2320760885+0.2996465928i
1177072.196,0.2223667677+0.3413753204i
1253329.969,0.2090196666+0.3959808427i
1334528.176,0.1928487083+0.4682290182i
1420986.889,0.1778291587+0.5649142676i
1513046.914,0.1759316588+0.692354882i
1611071.138,0.2099744723+0.8429756405i
1715445.957,0.2875513564+0.9771594468i
1826582.801,0.3623905073+1.066669007i
1944919.754,0.3955252696+1.137198055i
2070923.282,0.3639211547+1.203984491i
2205090.072,0.2140880314+1.327310775i
2347948.988,-0.03539613592+1.638987476i
2500063.159,-0.2898064282+2.340450396i
2662032.196,0.9064740494+3.305928038i
2834494.555,0.6001077639+2.359339928i
3018130.056,0.192764153+2.971685868i
3213662.563,-0.01349196474+3.756592513i
3421862.834,-0.8516387909+4.386121431i
3643551.564,-0.4675636956+5.357135501i
3879602.615,-0.04509883193+6.620928757i
4130946.464,-0.1015148581+6.707451922i
4398573.87,-2.733064233+9.608692185i
4683539.779,0.4492764402+11.10731379i
4986967.483,-0.5479237194+12.8940917i
5310053.048,-0.07825990499+16.6552716i
5654070.027,0.9842148936+17.24488792i
6020374.482,-0.6759730885+17.86573562i
6410410.33,-1.773727229+24.44666361i
6825715.031,0.6473368315+29.85502246i
7267925.654,-0.312760923+28.35939541i
7738785.324,-3.275797867+35.1243871i
8240150.099,-2.236103847+47.24930898i
8773996.28,3.569264702+49.33386517i
9342428.209,-2.374442512+59.17583804i
9947686.556,3.523257175+64.43766689i
10592157.16,-2.770436658+74.57017753i
11278380.41,-2.993828026+96.51390327i
12009061.32,-4.885718625+107.172379i
12787080.1,-7.435039575+127.3720333i
13615503.59,-7.004514149+151.7220049i
14497597.3,-5.010383958+175.3966028i
15436838.32,-0.220183075+199.4641561i
16436928.98,0.887707904+230.7668896i
17501811.5,-25.78702453+272.7290063i
18635683.47,-14.85348542+318.9071806i
19843014.45,-23.17542279+358.6766215i
21128563.54,-29.78419964+420.0335549i
22497398.19,-37.82767093+510.59408i
23954914.13,-74.00952472+601.7943791i
25506856.66,-45.59346276+670.4550999i
27159343.31,-84.16531839+801.6772797i
28918887.93,-155.2712781+916.4312705i
30792426.36,-148.9396736+1090.077778i
32787343.81,-199.0000423+1241.542413i
34911503.94,-315.4444964+1455.133611i
37173279.86,-424.1156955+1687.096823i
39581587.14,-591.1699669+1995.249794i
42145918.97,-790.2966302+2336.049633i
44876383.54,-1059.991617+2699.278721i
47783743.93,-1436.688216+3190.31311i
50879460.51,-1930.563015+3684.296133i
54175736.11,-2675.816837+4279.832749i
57685564.15,-3555.264745+5058.352209i
61422779.82,-4873.395809+5812.31649i
65402114.68,-6602.201625+6795.678895i
69639254.63,-8981.584939+7975.245718i
74150901.83,-12163.18674+9295.604234i
78954840.51,-16545.14393+10795.31582i
84070007.06,-22441.11435+12627.9009i
89516564.67,-30495.34279+14581.6941i
95315982.85,-41624.60043+17025.33729i
101491122,-56495.59067+19760.99591i
108066323.6,-76966.71082+23114.0975i
115067506,-104568.7447+26855.0338i
122522266.9,-141941.9927+31298.77872i
130459991.8,-192685.755+36460.59906i
138911969.9,-262162.027+41432.45889i
147911517.7,-357093.7388+48082.32127i
157494110,-485277.8546+55979.63621i
167697519.9,-661352.2019+64171.33723i
178561967.8,-898945.4719+72706.97917i
190130279.4,-1227495.467+84507.75855i
202448055.5,-1675895.106+97442.81875i
215563850.7,-2285804.941+107312.8312i
229529365.6,-3131797.717+136632.9041i
244399650,-4267410.442+159108.9559i
260233320.3,-5851619.618+229741.7378i
277092790.4,-8027946.62+343032.0447i
295044517.8,-11009095.31+562836.6897i
314159265.4,-15122484.84+852071.9695i
