628318.5307,-55.0013468+634.851163i
669024.7611,-59.82762518+674.0611932i
712368.1845,-66.40088644+714.9427926i
758519.6539,-75.20357299+758.0177036i
807661.0913,-86.55331937+803.9658337i
859986.2049,-100.5254278+853.5267825i
915701.2521,-116.9254703+907.3457136i
975025.8531,-135.3590799+965.7796851i
1038193.856,-155.4562561+1028.725989i
1105454.261,-177.2685851+1095.613737i
1177072.196,-201.7100447+1165.752975i
1253329.969,-230.6858098+1239.113078i
1334528.176,-266.4802696+1317.224902i
1420986.889,-310.298752+1403.50546i
1513046.914,-360.4499875+1502.229188i
1611071.138,-411.3614443+1615.588723i
1715445.957,-455.818454+1739.299186i
1826582.801,-492.8481915+1861.116182i
1944919.754,-535.8701192+1970.177696i
2070923.282,-605.9389874+2072.857105i
2205090.072,-710.5126794+2193.767703i
2347948.988,-829.5625004+2355.089075i
2500063.159,-927.2942714+2545.568812i
2662032.196,-1003.600486+2715.461405i
2834494.555,-1118.37206+2849.839744i
3018130.056,-1301.467014+3008.865908i
3213662.563,-1495.603703+3232.101161i
3421862.834,-1655.869837+3454.247263i
3643551.564,-1863.284495+3625.985741i
3879602.615,-2168.97218+3833.49539i
4130946.464,-2492.157873+4123.908477i
4398573.87,-2790.950236+4416.427184i
4683539.779,-3154.698959+4663.355047i
4986967.483,-3641.337481+4974.873969i
5310053.048,-4085.805501+5377.777313i
5654070.027,-4584.148933+5651.637194i
6020374.482,-5286.90863+6045.365811i
6410410.33,-5906.849527+6503.978594i
6825715.031,-6670.893149+6834.061178i
7267925.654,-7616.316045+7294.004876i
7738785.324,-8681.206316+7773.020785i
8240150.099,-9760.599721+8363.453378i
8773996.28,-10919.84982+8860.025624i
9342428.209,-12565.7618+9371.70885i
9947686.556,-14276.11751+9986.366524i
10592157.16,-16085.42787+10563.0222i
11278380.41,-18226.03456+11366.32952i
12009061.32,-20685.73201+11908.51507i
12787080.1,-23202.89158+12796.8075i
13615503.59,-26520.45+13745.50659i
14497597.3,-30228.00456+14576.58647i
15436838.32,-33961.24987+15336.75346i
16436928.98,-38799.29286+16321.19929i
17501811.5,-43771.18956+16975.34304i
18635683.47,-49734.21588+18564.04181i
19843014.45,-56341.16789+19688.79359i
21128563.54,-64073.51305+21014.39831i
22497398.19,-72731.12858+22162.40487i
23954914.13,-82330.30493+23526.53267i
25506856.66,-93158.51706+24788.38947i
27159343.31,-105846.6788+25978.41992i
28918887.93,-120131.3806+28486.35318i
30792426.36,-136115.0117+29698.36991i
32787343.81,-154344.7915+32132.25289i
34911503.94,-175204.0739+33258.17714i
37173279.86,-197656.9568+35530.34145i
39581587.14,-225034.0914+37193.15527i
42145918.97,-255582.5836+39519.10797i
44876383.54,-289338.2525+41626.73457i
47783743.93,-327846.7581+43973.40947i
50879460.51,-372640.2796+46387.37333i
54175736.11,-422934.0693+49148.88149i
57685564.15,-479540.4263+50948.09179i
61422779.82,-543678.0055+53668.7211i
65402114.68,-616755.8716+56259.47428i
69639254.63,-700062.7526+58422.19686i
74150901.83,-795212.2584+60234.18201i
78954840.51,-902935.9427+63189.71504i
84070007.06,-1024393.195+64462.12998i
89516564.67,-1163503.954+66230.73551i
95315982.85,-1320685.948+67644.26266i
101491122,-1499631.462+70776.52454i
108066323.6,-1703946.775+70884.77854i
115067506,-1935780.981+73097.58963i
122522266.9,-2199300.722+73504.26833i
130459991.8,-2500022.754+74313.80425i
138911969.9,-2842726.496+75899.71393i
147911517.7,-3231853.963+75522.92313i
157494110,-3672579.787+77381.60138i
167697519.9,-4177507.801+78659.02246i
178561967.8,-4751179.099+82703.88621i
190130279.4,-5405504.412+87036.48366i
202448055.5,-6150827.271+95445.47526i
215563850.7,-6999517.971+108144.4335i
229529365.6,-7965586.727+127469.3959i
244399650,-9065915+154838.9757i
260233320.3,-10318137.98+194249.5472i
277092790.4,-11742548.78+249775.5196i
295044517.8,-13362345.69+326254.1872i
314159265.4,-15202454.01+430462.5063i
