   3.73000,  -0.19056,   0.03136
   3.74000,  -0.20670,   0.05182
   3.75000,  -0.22126,   0.07165
   3.76000,  -0.23383,   0.09051
   3.77000,  -0.24532,   0.10919
   3.78000,  -0.25672,   0.12699
   3.79000,  -0.26741,   0.14321
   3.80000,  -0.27752,   0.15936
   3.81000,  -0.28703,   0.17527
   3.82000,  -0.29563,   0.19056
   3.83000,  -0.30480,   0.20626
   3.84000,  -0.31463,   0.22257
   3.85000,  -0.32434,   0.24034
   3.86000,  -0.33460,   0.25861
   3.87000,  -0.34441,   0.27813
   3.88000,  -0.35519,   0.29885
   3.89000,  -0.36607,   0.32055
   3.90000,  -0.37761,   0.34040
   3.91000,  -0.38857,   0.36001
   3.92000,  -0.39836,   0.37894
   3.93000,  -0.40613,   0.39707
   3.94000,  -0.41294,   0.41440
   3.95000,  -0.41975,   0.43079
   3.96000,  -0.42646,   0.44695
   3.97000,  -0.43244,   0.46162
   3.98000,  -0.43704,   0.47515
   3.99000,  -0.44136,   0.48918
   4.00000,  -0.44571,   0.50302
   4.01000,  -0.44929,   0.51592
   4.02000,  -0.45158,   0.52943
   4.03000,  -0.45379,   0.54206
   4.04000,  -0.45605,   0.55449
   4.05000,  -0.45735,   0.56797
   4.06000,  -0.45854,   0.58007
   4.07000,  -0.45959,   0.59090
   4.08000,  -0.46055,   0.60076
   4.09000,  -0.46082,   0.60848
   4.10000,  -0.45988,   0.61430
   4.11000,  -0.45849,   0.61916
   4.12000,  -0.45701,   0.62391
   4.13000,  -0.45492,   0.62926
   4.14000,  -0.45391,   0.63416
   4.15000,  -0.45279,   0.63954
   4.16000,  -0.45231,   0.64426
   4.17000,  -0.45241,   0.64893
   4.18000,  -0.45329,   0.65242
   4.19000,  -0.45372,   0.65638
   4.20000,  -0.45386,   0.65973
   4.21000,  -0.45444,   0.66362
   4.22000,  -0.45631,   0.66888
   4.23000,  -0.45864,   0.67428
   4.24000,  -0.46146,   0.68038
   4.25000,  -0.46420,   0.68669
   4.26000,  -0.46706,   0.69216
   4.27000,  -0.47001,   0.69897
   4.28000,  -0.47311,   0.70624
   4.29000,  -0.47606,   0.71371
   4.30000,  -0.47861,   0.72195
   4.31000,  -0.48167,   0.72852
   4.32000,  -0.48480,   0.73404
   4.33000,  -0.48793,   0.73936
   4.34000,  -0.49044,   0.74419
   4.35000,  -0.49218,   0.74859
   4.36000,  -0.49383,   0.75362
   4.37000,  -0.49711,   0.75899
   4.38000,  -0.50032,   0.76549
   4.39000,  -0.50270,   0.77323
   4.40000,  -0.50620,   0.78181
   4.41000,  -0.51052,   0.79043
   4.42000,  -0.51548,   0.79741
   4.43000,  -0.51972,   0.80409
   4.44000,  -0.52381,   0.80982
   4.45000,  -0.52824,   0.81589
   4.46000,  -0.53319,   0.82311
   4.47000,  -0.53824,   0.83018
   4.48000,  -0.54332,   0.83632
   4.49000,  -0.54885,   0.84235
   4.50000,  -0.55422,   0.84910
   4.51000,  -0.56080,   0.85592
   4.52000,  -0.56714,   0.86301
   4.53000,  -0.57125,   0.86959
   4.54000,  -0.57451,   0.87596
   4.55000,  -0.57740,   0.88235
   4.56000,  -0.58014,   0.88807
   4.57000,  -0.58335,   0.89394
   4.58000,  -0.58538,   0.90072
   4.59000,  -0.58672,   0.90739
   4.60000,  -0.58842,   0.91358
   4.61000,  -0.58952,   0.91949
   4.62000,  -0.59021,   0.92569
   4.63000,  -0.59178,   0.93274
   4.64000,  -0.59374,   0.94163
   4.65000,  -0.59637,   0.95178
   4.66000,  -0.59898,   0.96222
   4.67000,  -0.60231,   0.97272
   4.68000,  -0.60504,   0.98365
   4.69000,  -0.60631,   0.99451
   4.70000,  -0.60786,   1.00612
   4.71000,  -0.60964,   1.01798
   4.72000,  -0.61183,   1.02882
   4.73000,  -0.61501,   1.04012
   4.74000,  -0.61958,   1.05191
   4.75000,  -0.62407,   1.06542
   4.76000,  -0.62839,   1.07845
   4.77000,  -0.63188,   1.09086
   4.78000,  -0.63520,   1.10462
   4.79000,  -0.63901,   1.11963
   4.80000,  -0.64357,   1.13444
   4.81000,  -0.64803,   1.14927
   4.82000,  -0.65232,   1.16390
   4.83000,  -0.65661,   1.17834
   4.84000,  -0.66136,   1.19291
   4.85000,  -0.66648,   1.20745
   4.86000,  -0.67131,   1.22193
   4.87000,  -0.67569,   1.23557
   4.88000,  -0.67912,   1.24978
   4.89000,  -0.68427,   1.26371
   4.90000,  -0.68978,   1.27885
   4.91000,  -0.69492,   1.29360
   4.92000,  -0.69957,   1.30737
   4.93000,  -0.70385,   1.32094
   4.94000,  -0.70707,   1.33393
   4.95000,  -0.70971,   1.34550
   4.96000,  -0.71205,   1.35612
   4.97000,  -0.71416,   1.36713
   4.98000,  -0.71575,   1.37781
   4.99000,  -0.71682,   1.38829
   5.00000,  -0.71755,   1.39983
   5.01000,  -0.71959,   1.41110
   5.02000,  -0.72035,   1.42315
   5.03000,  -0.71988,   1.43390
   5.04000,  -0.71883,   1.44380
   5.05000,  -0.71662,   1.45320
   5.06000,  -0.71351,   1.46192
   5.07000,  -0.71072,   1.46965
   5.08000,  -0.70837,   1.47851
   5.09000,  -0.70673,   1.48722
   5.10000,  -0.70290,   1.49403
   5.11000,  -0.69783,   1.50014
   5.12000,  -0.69248,   1.50677
   5.13000,  -0.68724,   1.51235
   5.14000,  -0.68273,   1.51780
   5.15000,  -0.67968,   1.52392
   5.16000,  -0.67698,   1.53002
   5.17000,  -0.67383,   1.53639
   5.18000,  -0.67149,   1.54407
   5.19000,  -0.67076,   1.55116
   5.20000,  -0.66973,   1.55756
   5.21000,  -0.66737,   1.56353
   5.22000,  -0.66430,   1.56802
   5.23000,  -0.65967,   1.57144
   5.24000,  -0.65423,   1.57433
   5.25000,  -0.64908,   1.57650
   5.26000,  -0.64350,   1.57865
   5.27000,  -0.63717,   1.58082
   5.28000,  -0.63035,   1.58300
   5.29000,  -0.62332,   1.58515
   5.30000,  -0.61700,   1.58562
   5.31000,  -0.61039,   1.58567
   5.32000,  -0.60267,   1.58669
   5.33000,  -0.59628,   1.58790
   5.34000,  -0.59145,   1.58902
   5.35000,  -0.58742,   1.59117
   5.36000,  -0.58386,   1.59249
   5.37000,  -0.57908,   1.59258
   5.38000,  -0.57397,   1.59296
   5.39000,  -0.56984,   1.59315
   5.40000,  -0.56650,   1.59395
   5.41000,  -0.56153,   1.59497
   5.42000,  -0.55466,   1.59442
   5.43000,  -0.54710,   1.59322
   5.44000,  -0.53805,   1.59083
   5.45000,  -0.52870,   1.58730
   5.46000,  -0.52030,   1.58429
   5.47000,  -0.51231,   1.58186
   5.48000,  -0.50494,   1.57992
   5.49000,  -0.49782,   1.57811
   5.50000,  -0.48969,   1.57743
   5.51000,  -0.48217,   1.57541
   5.52000,  -0.47363,   1.57368
   5.53000,  -0.46589,   1.57170
   5.54000,  -0.45879,   1.57007
   5.55000,  -0.45147,   1.56880
   5.56000,  -0.44360,   1.56584
   5.57000,  -0.43491,   1.56277
   5.58000,  -0.42717,   1.55947
   5.59000,  -0.41903,   1.55561
   5.60000,  -0.41036,   1.55267
   5.61000,  -0.40186,   1.55021
   5.62000,  -0.39425,   1.54704
   5.63000,  -0.38714,   1.54526
   5.64000,  -0.38096,   1.54334
   5.65000,  -0.37522,   1.54041
   5.66000,  -0.36921,   1.53745
   5.67000,  -0.36317,   1.53616
   5.68000,  -0.35772,   1.53657
   5.69000,  -0.35225,   1.53741
   5.70000,  -0.34723,   1.53615
   5.71000,  -0.34090,   1.53424
   5.72000,  -0.33363,   1.53241
   5.73000,  -0.32449,   1.52965
   5.74000,  -0.31409,   1.52578
   5.75000,  -0.30360,   1.52184
   5.76000,  -0.29273,   1.51749
   5.77000,  -0.28134,   1.51220
   5.78000,  -0.26995,   1.50766
   5.79000,  -0.25952,   1.50388
   5.80000,  -0.24928,   1.49945
   5.81000,  -0.23828,   1.49480
   5.82000,  -0.22735,   1.49149
   5.83000,  -0.21696,   1.48795
   5.84000,  -0.20615,   1.48280
   5.85000,  -0.19526,   1.47737
   5.86000,  -0.18515,   1.47130
   5.87000,  -0.17434,   1.46497
   5.88000,  -0.16296,   1.45835
   5.89000,  -0.15191,   1.45070
   5.90000,  -0.14080,   1.44264
   5.91000,  -0.12833,   1.43415
   5.92000,  -0.11447,   1.42546
   5.93000,  -0.10064,   1.41702
   5.94000,  -0.08557,   1.40810
   5.95000,  -0.07075,   1.39763
   5.96000,  -0.05539,   1.38711
   5.97000,  -0.03998,   1.37662
   5.98000,  -0.02489,   1.36592
   5.99000,  -0.01009,   1.35494
   6.00000,   0.00334,   1.34485
   6.01000,   0.01578,   1.33583
   6.02000,   0.02701,   1.32775
   6.03000,   0.03694,   1.32180
   6.04000,   0.04599,   1.31858
   6.05000,   0.05344,   1.31595
   6.06000,   0.06080,   1.31321
   6.07000,   0.06948,   1.30935
   6.08000,   0.07859,   1.30395
   6.09000,   0.08737,   1.29884
   6.10000,   0.09561,   1.29363
   6.11000,   0.10283,   1.28808
   6.12000,   0.11120,   1.28221
   6.13000,   0.12098,   1.27522
   6.14000,   0.13006,   1.26797
   6.15000,   0.13872,   1.26159
   6.16000,   0.14646,   1.25589
   6.17000,   0.15286,   1.24992
   6.18000,   0.16012,   1.24462
   6.19000,   0.16820,   1.23841
   6.20000,   0.17754,   1.23174
   6.21000,   0.18714,   1.22492
   6.22000,   0.19552,   1.21742
   6.23000,   0.20485,   1.21032
   6.24000,   0.21536,   1.20344
   6.25000,   0.22532,   1.19727
   6.26000,   0.23420,   1.19184
   6.27000,   0.24209,   1.18778
   6.28000,   0.24981,   1.18375
   6.29000,   0.25829,   1.17841
   6.30000,   0.26822,   1.17267
   6.31000,   0.27940,   1.16531
   6.32000,   0.29048,   1.15675
